"CHNL_ID"|"CHNL_NM"|"CHNL_VAL"|"PARENT_ID"|"PARENT_NM"|"PARENT_FULL_ADDR"|"CHILD_ID"|"CHILD_NM"|"CHILD_FULL_ADDR"|"PFZ_MKT_NM"|"O_CHNL_NM_SLS"|"O_CHNL_VAL_SLS"|"O_PARENT_SLS"|"O_CHILD_SLS"|"O_CHNL_NM_GRWTH"|"O_CHNL_VAL_GRWTH"|"O_PARENT_GRWTH"|"O_CHILD_GRWTH"|"O_CHNL_NM_MKT_SHR"|"O_CHNL_VAL_MKT_SHR"|"O_PARENT_MKT_SHR"|"O_CHILD_MKT_SHR"|"O_CHNL_NM_NEW_PTNT"|"O_CHNL_VAL_NEW_PTNT"|"O_PARENT_NEW_PTNT"|"O_CHILD_NEW_PTNT"|"O_CHNL_NM_TOTAL_PTNT"|"O_CHNL_VAL_TOTAL_PTNT"|"O_PARENT_TOTAL_PTNT"|"O_CHILD_TOTAL_PTNT"|"O_CHNL_NM_NUM_HCP_TCL"|"O_CHNL_VAL_NUM_HCP_TCL"|"O_PARENT_NUM_HCP_TCL"|"O_CHILD_NUM_HCP_TCL"|"O_CHNL_NM_REACH"|"O_CHNL_VAL_REACH"|"O_PARENT_REACH"|"O_CHILD_REACH"|"O_CHNL_NM_FREQ"|"O_CHNL_VAL_FREQ"|"O_PARENT_FREQ"|"O_CHILD_FREQ"|"O_CHNL_NM_PENETRATION"|"O_CHNL_VAL_PENETRATION"|"O_PARENT_PENETRATION"|"O_CHILD_PENETRATION"|"CHNL_NM_RNK"|"CHNL_VAL_RNK"|"PARENT_RNK"|"CHILD_RNK"|"O_STD_CHNL_NM_SLS"|"O_STD_CHNL_VAL_SLS"|"O_STD_PARENT_SLS"|"O_STD_CHILD_SLS"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00042846"|"Tennessee Oncology"|"605 GLENWOOD DR STE 200, CHATTANOOGA, TN 37404"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"5"|"64%"|"61%"|"81%"|"40%"|"3.78"|"2.87"|"2.63"|"1.50"|"13%"|"21%"|"24%"|"0%"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00117170"|"Tennessee Oncology"|"107 HEALTH CARE DR, CARTHAGE, TN 37030"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"0"|"64%"|"61%"|"81%"|"-"|"3.78"|"2.87"|"2.63"|"-"|"13%"|"21%"|"24%"|"-"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00046007"|"Tennessee Oncology"|"1750 CEDAR LN STE 200, TULLAHOMA, TN 37388"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"1"|"64%"|"61%"|"81%"|"100%"|"3.78"|"2.87"|"2.63"|"2.00"|"13%"|"21%"|"24%"|"0%"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00603294"|"Tennessee Oncology"|"215 CEDAR LN, PULASKI, TN 38478"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"1"|"64%"|"61%"|"81%"|"100%"|"3.78"|"2.87"|"2.63"|"4.00"|"13%"|"21%"|"24%"|"0%"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-100%"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"0"|"64%"|"61%"|"81%"|"-"|"3.78"|"2.87"|"2.63"|"-"|"13%"|"21%"|"24%"|"-"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00365763"|"Tennessee Oncology"|"120 FRANK MARTIN RD STE 102, SHELBYVILLE, TN 37160"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"-"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"1"|"64%"|"61%"|"81%"|"100%"|"3.78"|"2.87"|"2.63"|"3.00"|"13%"|"21%"|"24%"|"0%"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00130333"|"Tennessee Oncology"|"4323 CAROTHERS PKWY STE 500, FRANKLIN, TN 37067"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"1"|"64%"|"61%"|"81%"|"0%"|"3.78"|"2.87"|"2.63"|"-"|"13%"|"21%"|"24%"|"0%"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00050704"|"Tennessee Oncology"|"397 WALLACE RD STE 201, NASHVILLE, TN 37211"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"0"|"64%"|"61%"|"81%"|"-"|"3.78"|"2.87"|"2.63"|"-"|"13%"|"21%"|"24%"|"-"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00761813"|"Tennessee Oncology Centennial Clinic"|"250 25TH AVE N STE 100, NASHVILLE, TN 37203"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"2"|"64%"|"61%"|"81%"|"50%"|"3.78"|"2.87"|"2.63"|"2.00"|"13%"|"21%"|"24%"|"0%"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117352"|"Tennessee Oncology, PLLC"|"300 20TH AVE N STE 301, NASHVILLE, TN 37203"|"INS00042742"|"Tennessee Oncology"|"3443 DICKERSON PIKE STE 760, NASHVILLE, TN 37207"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 711,557.78"|"$ 0.00"|"91%"|"152%"|"370%"|"-"|"8%"|"9%"|"6%"|"0%"|"205"|"15"|"6"|"0"|"2,432"|"126"|"77"|"0"|"2,323"|"85"|"37"|"1"|"64%"|"61%"|"81%"|"100%"|"3.78"|"2.87"|"2.63"|"1.00"|"13%"|"21%"|"24%"|"0%"|"2"|"8"|"1"|"7"|"39"|"11"|"100"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00502305"|"CareSite Specialty Pharmacy"|"25 CHURCH ST, WILKES BARRE, PA 18765"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 238,736.25"|"91%"|"152%"|"105%"|"39%"|"8%"|"9%"|"14%"|"12%"|"205"|"15"|"1"|"0"|"2,432"|"126"|"11"|"0"|"2,323"|"85"|"9"|"0"|"64%"|"61%"|"56%"|"-"|"3.78"|"2.87"|"1.80"|"-"|"13%"|"21%"|"11%"|"-"|"2"|"8"|"2"|"1"|"39"|"11"|"57"|"100"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00593893"|"The Hospital for Advanced Medicine"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 120,577.05"|"91%"|"152%"|"105%"|"368%"|"8%"|"9%"|"14%"|"35%"|"205"|"15"|"1"|"1"|"2,432"|"126"|"11"|"11"|"2,323"|"85"|"9"|"1"|"64%"|"61%"|"56%"|"0%"|"3.78"|"2.87"|"1.80"|"-"|"13%"|"21%"|"11%"|"100%"|"2"|"8"|"2"|"2"|"39"|"11"|"57"|"51"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00289564"|"CareSite Pharmacy at Central Wilkes Barre"|"175 S WILKES BARRE BLVD, WILKES BARRE, PA 18702"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 43,592.16"|"91%"|"152%"|"105%"|"-"|"8%"|"9%"|"14%"|"100%"|"205"|"15"|"1"|"0"|"2,432"|"126"|"11"|"0"|"2,323"|"85"|"9"|"0"|"64%"|"61%"|"56%"|"-"|"3.78"|"2.87"|"1.80"|"-"|"13%"|"21%"|"11%"|"-"|"2"|"8"|"2"|"3"|"39"|"11"|"57"|"18"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00044075"|"Geisinger Medical Group Scenery Park"|"200 SCENERY DR, STATE COLLEGE, PA 16801"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 0.00"|"91%"|"152%"|"105%"|"-"|"8%"|"9%"|"14%"|"0%"|"205"|"15"|"1"|"0"|"2,432"|"126"|"11"|"0"|"2,323"|"85"|"9"|"2"|"64%"|"61%"|"56%"|"50%"|"3.78"|"2.87"|"1.80"|"1.00"|"13%"|"21%"|"11%"|"0%"|"2"|"8"|"2"|"4"|"39"|"11"|"57"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00540411"|"Community Cancer Treatment Center"|"211 3RD ST, LEWISTOWN, PA 17044"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 0.00"|"91%"|"152%"|"105%"|"-"|"8%"|"9%"|"14%"|"0%"|"205"|"15"|"1"|"0"|"2,432"|"126"|"11"|"0"|"2,323"|"85"|"9"|"2"|"64%"|"61%"|"56%"|"100%"|"3.78"|"2.87"|"1.80"|"2.00"|"13%"|"21%"|"11%"|"0%"|"2"|"8"|"2"|"4"|"39"|"11"|"57"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00043724"|"Geisinger Hazleton Cancer Center"|"1740 E BROAD ST, HAZLETON, PA 18201"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 0.00"|"91%"|"152%"|"105%"|"-"|"8%"|"9%"|"14%"|"-"|"205"|"15"|"1"|"0"|"2,432"|"126"|"11"|"0"|"2,323"|"85"|"9"|"1"|"64%"|"61%"|"56%"|"100%"|"3.78"|"2.87"|"1.80"|"3.00"|"13%"|"21%"|"11%"|"0%"|"2"|"8"|"2"|"4"|"39"|"11"|"57"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00607791"|"Frank M and Dorothea Henry Cancer Center"|"1000 E MOUNTAIN DR, WILKES BARRE, PA 18711"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 0.00"|"91%"|"152%"|"105%"|"-"|"8%"|"9%"|"14%"|"0%"|"205"|"15"|"1"|"0"|"2,432"|"126"|"11"|"0"|"2,323"|"85"|"9"|"1"|"64%"|"61%"|"56%"|"100%"|"3.78"|"2.87"|"1.80"|"1.00"|"13%"|"21%"|"11%"|"0%"|"2"|"8"|"2"|"4"|"39"|"11"|"57"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00562208"|"Geisinger Medical Oncology Selinsgrove"|"1575 N OLD TRL, SELINSGROVE, PA 17870"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 0.00"|"91%"|"152%"|"105%"|"-"|"8%"|"9%"|"14%"|"0%"|"205"|"15"|"1"|"0"|"2,432"|"126"|"11"|"0"|"2,323"|"85"|"9"|"1"|"64%"|"61%"|"56%"|"0%"|"3.78"|"2.87"|"1.80"|"-"|"13%"|"21%"|"11%"|"0%"|"2"|"8"|"2"|"4"|"39"|"11"|"57"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00059463"|"Geisinger Health System"|"100 N ACADEMY AVE, DANVILLE, PA 17822"|"INS00005626"|"Geisinger Wyoming Valley Medical Center"|"1000 E MOUNTAIN DR, WILKES BARRE, PA 18711"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 402,905.47"|"$ 0.00"|"91%"|"152%"|"105%"|"-"|"8%"|"9%"|"14%"|"0%"|"205"|"15"|"1"|"0"|"2,432"|"126"|"11"|"0"|"2,323"|"85"|"9"|"1"|"64%"|"61%"|"56%"|"0%"|"3.78"|"2.87"|"1.80"|"-"|"13%"|"21%"|"11%"|"0%"|"2"|"8"|"2"|"4"|"39"|"11"|"57"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00561841"|"Greater Houston Physicians Medical Association, PLLC"|"22698 PROFESSIONAL DR STE 100A, HUMBLE, TX 77339"|"INS00583688"|"Greater Houston Cancer Clinic"|"9201 PINECROFT DR STE 280, SHENANDOAH, TX 77380"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 194,700.78"|"$ 194,700.78"|"91%"|"152%"|"83%"|"83%"|"8%"|"9%"|"25%"|"25%"|"205"|"15"|"2"|"2"|"2,432"|"126"|"15"|"15"|"2,323"|"85"|"6"|"6"|"64%"|"61%"|"83%"|"83%"|"3.78"|"2.87"|"5.40"|"5.40"|"13%"|"21%"|"33%"|"33%"|"2"|"8"|"3"|"1"|"39"|"11"|"27"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000330"|"Presbyterian Healthcare Services"|"9521 SAN MATEO BLVD NE, ALBUQUERQUE, NM 87113"|"INS00005635"|"Presbyterian Kaseman Hospital"|"8300 CONSTITUTION AVE NE, ALBUQUERQUE, NM 87110"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 149,610.33"|"$ 109,134.09"|"91%"|"152%"|"22%"|"-3%"|"8%"|"9%"|"29%"|"38%"|"205"|"15"|"3"|"0"|"2,432"|"126"|"14"|"10"|"2,323"|"85"|"6"|"4"|"64%"|"61%"|"0%"|"0%"|"3.78"|"2.87"|"-"|"-"|"13%"|"21%"|"50%"|"25%"|"2"|"8"|"4"|"1"|"39"|"11"|"21"|"100"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000330"|"Presbyterian Healthcare Services"|"9521 SAN MATEO BLVD NE, ALBUQUERQUE, NM 87113"|"INS00114457"|"Presbyterian Urgent Care in Rio Rancho"|"4100 HIGH RESORT BLVD SE, ALBUQUERQUE, NM 87124"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 149,610.33"|"$ 40,476.24"|"91%"|"152%"|"22%"|"306%"|"8%"|"9%"|"29%"|"18%"|"205"|"15"|"3"|"3"|"2,432"|"126"|"14"|"4"|"2,323"|"85"|"6"|"2"|"64%"|"61%"|"0%"|"0%"|"3.78"|"2.87"|"-"|"-"|"13%"|"21%"|"50%"|"100%"|"2"|"8"|"4"|"2"|"39"|"11"|"21"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000441"|"University of Illinois Medical Center"|"1740 W TAYLOR ST, CHICAGO, IL 60612"|"INS00006504"|"University of Illinois Medical Center"|"1740 W TAYLOR ST, CHICAGO, IL 60612"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 87,184.50"|"$ 87,184.50"|"91%"|"152%"|"-"|"-"|"8%"|"9%"|"9%"|"18%"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"10"|"3"|"64%"|"61%"|"20%"|"33%"|"3.78"|"2.87"|"5.00"|"9.00"|"13%"|"21%"|"0%"|"0%"|"2"|"8"|"5"|"1"|"39"|"11"|"12"|"100"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000441"|"University of Illinois Medical Center"|"1740 W TAYLOR ST, CHICAGO, IL 60612"|"INS00485187"|"University of Illinois Cancer Center"|"1801 W TAYLOR ST STE 1E, CHICAGO, IL 60612"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 87,184.50"|"$ 0.00"|"91%"|"152%"|"-"|"-"|"8%"|"9%"|"9%"|"-"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"10"|"3"|"64%"|"61%"|"20%"|"33%"|"3.78"|"2.87"|"5.00"|"1.00"|"13%"|"21%"|"0%"|"0%"|"2"|"8"|"5"|"2"|"39"|"11"|"12"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000441"|"University of Illinois Medical Center"|"1740 W TAYLOR ST, CHICAGO, IL 60612"|"INS00410723"|"UIC Wood Street PCC Pharmacy"|"840 S WOOD ST RM 163, CHICAGO, IL 60612"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 87,184.50"|"$ 0.00"|"91%"|"152%"|"-"|"-"|"8%"|"9%"|"9%"|"0%"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"10"|"0"|"64%"|"61%"|"20%"|"-"|"3.78"|"2.87"|"5.00"|"-"|"13%"|"21%"|"0%"|"-"|"2"|"8"|"5"|"2"|"39"|"11"|"12"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000441"|"University of Illinois Medical Center"|"1740 W TAYLOR ST, CHICAGO, IL 60612"|"INS00757878"|"University of Illinois at Chicago College of Medicine"|"840 S WOOD ST, CHICAGO, IL 60612"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 87,184.50"|"$ 0.00"|"91%"|"152%"|"-"|"-"|"8%"|"9%"|"9%"|"-"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"10"|"3"|"64%"|"61%"|"20%"|"0%"|"3.78"|"2.87"|"5.00"|"-"|"13%"|"21%"|"0%"|"0%"|"2"|"8"|"5"|"2"|"39"|"11"|"12"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000441"|"University of Illinois Medical Center"|"1740 W TAYLOR ST, CHICAGO, IL 60612"|"INS00492037"|"UIC College of Dentistry"|"801 S PAULINA ST, CHICAGO, IL 60612"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 87,184.50"|"$ 0.00"|"91%"|"152%"|"-"|"-"|"8%"|"9%"|"9%"|"-"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"10"|"1"|"64%"|"61%"|"20%"|"0%"|"3.78"|"2.87"|"5.00"|"-"|"13%"|"21%"|"0%"|"0%"|"2"|"8"|"5"|"2"|"39"|"11"|"12"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117341"|"Comprehensive Cancer Services Oncology"|"45 SPINDRIFT DR, WILLIAMSVILLE, NY 14221"|"INS00136404"|"CCS Medical Oncology Hematology"|"45 SPINDRIFT DR STE 100, WILLIAMSVILLE, NY 14221"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 74,494.26"|"$ 74,494.26"|"91%"|"152%"|"79%"|"79%"|"8%"|"9%"|"13%"|"13%"|"205"|"15"|"2"|"2"|"2,432"|"126"|"8"|"8"|"2,323"|"85"|"7"|"6"|"64%"|"61%"|"86%"|"83%"|"3.78"|"2.87"|"1.83"|"1.80"|"13%"|"21%"|"29%"|"33%"|"2"|"8"|"6"|"1"|"39"|"11"|"10"|"100"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00117341"|"Comprehensive Cancer Services Oncology"|"45 SPINDRIFT DR, WILLIAMSVILLE, NY 14221"|"INS00117922"|"CCS Oncology"|"725 ORCHARD PARK RD STE C, WEST SENECA, NY 14224"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 74,494.26"|"$ 0.00"|"91%"|"152%"|"79%"|"-"|"8%"|"9%"|"13%"|"-"|"205"|"15"|"2"|"0"|"2,432"|"126"|"8"|"0"|"2,323"|"85"|"7"|"1"|"64%"|"61%"|"86%"|"100%"|"3.78"|"2.87"|"1.83"|"2.00"|"13%"|"21%"|"29%"|"0%"|"2"|"8"|"6"|"2"|"39"|"11"|"10"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000183"|"Grady Health System"|"80 JESSE HILL JR DR SE, ATLANTA, GA 30303"|"INS00001685"|"Grady Memorial Hospital"|"80 JESSE HILL JR DR SE, ATLANTA, GA 30303"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 10,898.07"|"$ 10,898.07"|"91%"|"152%"|"-"|"-"|"8%"|"9%"|"100%"|"100%"|"205"|"15"|"1"|"1"|"2,432"|"126"|"1"|"1"|"2,323"|"85"|"1"|"1"|"64%"|"61%"|"0%"|"0%"|"3.78"|"2.87"|"-"|"-"|"13%"|"21%"|"100%"|"100%"|"2"|"8"|"7"|"1"|"39"|"11"|"2"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000450"|"MU Health Care"|"1 HOSPITAL DR, COLUMBIA, MO 65212"|"INS00539868"|"University Physicians"|"1 HOSPITAL DR, COLUMBIA, MO 65212"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 0.00"|"$ 0.00"|"91%"|"152%"|"-100%"|"-"|"8%"|"9%"|"-"|"-"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"3"|"0"|"64%"|"61%"|"67%"|"-"|"3.78"|"2.87"|"5.50"|"-"|"13%"|"21%"|"0%"|"-"|"2"|"8"|"8"|"1"|"39"|"11"|"0"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00543789"|"Cancer Care of North Florida"|"289 SW STONEGATE TER STE 103, LAKE CITY, FL 32024"|"INS00543789"|"Cancer Care of North Florida"|"289 SW STONEGATE TER STE 103, LAKE CITY, FL 32024"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 0.00"|"$ 0.00"|"91%"|"152%"|"-"|"-"|"8%"|"9%"|"0%"|"0%"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"1"|"1"|"64%"|"61%"|"100%"|"100%"|"3.78"|"2.87"|"1.00"|"1.00"|"13%"|"21%"|"0%"|"0%"|"2"|"8"|"8"|"1"|"39"|"11"|"0"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000108"|"Carolinas HealthCare System"|"1000 BLYTHE BLVD, CHARLOTTE, NC 28203"|"INS00117211"|"Carolinas Medical Center Radiation Oncology"|"1021 MOREHEAD MEDICAL DR STE 1000, CHARLOTTE, NC 28204"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 0.00"|"$ 0.00"|"91%"|"152%"|"-100%"|"-"|"8%"|"9%"|"0%"|"-"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"5"|"3"|"64%"|"61%"|"20%"|"33%"|"3.78"|"2.87"|"1.00"|"1.00"|"13%"|"21%"|"0%"|"0%"|"2"|"8"|"8"|"1"|"39"|"11"|"0"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000108"|"Carolinas HealthCare System"|"1000 BLYTHE BLVD, CHARLOTTE, NC 28203"|"INS00001075"|"Carolinas Medical Center"|"1000 BLYTHE BLVD, CHARLOTTE, NC 28203"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 0.00"|"$ 0.00"|"91%"|"152%"|"-100%"|"-100%"|"8%"|"9%"|"0%"|"0%"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"5"|"0"|"64%"|"61%"|"20%"|"-"|"3.78"|"2.87"|"1.00"|"-"|"13%"|"21%"|"0%"|"-"|"2"|"8"|"8"|"1"|"39"|"11"|"0"|"0"
"Wholesaler"|"McKesson"|"Other Outlet"|"INS00000450"|"MU Health Care"|"1 HOSPITAL DR, COLUMBIA, MO 65212"|"INS00006522"|"University of Missouri Hospitals and Clinics"|"1 HOSPITAL DR, COLUMBIA, MO 65212"|"CML"|"$ 46,863,525.47"|"$ 1,631,351.17"|"$ 0.00"|"$ 0.00"|"91%"|"152%"|"-100%"|"-"|"8%"|"9%"|"-"|"-"|"205"|"15"|"0"|"0"|"2,432"|"126"|"0"|"0"|"2,323"|"85"|"3"|"2"|"64%"|"61%"|"67%"|"50%"|"3.78"|"2.87"|"5.50"|"2.00"|"13%"|"21%"|"0%"|"0%"|"2"|"8"|"8"|"1"|"39"|"11"|"0"|"0"
